"CustomerID","Recency","Frequency","Monetary","Cluster","PredictedCluster","Segment"
13067,83,1,115.46,1,1,"Loyal Customers"
13068,11,2,344,1,1,"Loyal Customers"
13069,1,24,4436.11999999999,3,3,"Best Customers"
13070,193,1,228.8,2,2,"At Risk Customers"
13072,267,1,177.15,2,2,"At Risk Customers"
13075,130,1,919.61,1,1,"Loyal Customers"
13077,2,4,729.27,1,1,"Loyal Customers"
13078,4,26,12627.94,3,3,"Best Customers"
13079,5,5,220.1,1,1,"Loyal Customers"
13080,180,1,58.08,2,2,"At Risk Customers"
13081,12,11,28337.38,3,1,"Best Customers"
13082,127,9,3613.63,1,1,"Loyal Customers"
13083,5,2,303.75,1,1,"Loyal Customers"
13085,158,2,416.08,2,2,"At Risk Customers"
13089,3,97,58825.8300000001,4,3,"Super VIP Customers"
13090,9,14,8910.82,3,1,"Best Customers"
13091,29,1,345.82,1,1,"Loyal Customers"
13092,71,5,477.83,1,1,"Loyal Customers"
13093,276,8,7832.47,2,2,"At Risk Customers"
13094,22,12,1927.32,1,1,"Loyal Customers"
13095,71,1,74.4,1,1,"Loyal Customers"
13097,33,10,6010.41999999999,1,1,"Loyal Customers"
13098,2,28,28882.44,3,3,"Best Customers"
13099,100,1,207.36,1,1,"Loyal Customers"
13101,235,1,101.19,2,2,"At Risk Customers"
13102,2,24,6424.09,3,3,"Best Customers"
13103,40,1,243.94,1,1,"Loyal Customers"
13104,4,6,1098.48,1,1,"Loyal Customers"
13106,134,1,76.5,1,1,"Loyal Customers"
13107,45,4,1531.62,1,1,"Loyal Customers"
13108,373,1,350.06,2,2,"At Risk Customers"
13109,60,2,786.54,1,1,"Loyal Customers"
13110,32,7,1488.67,1,1,"Loyal Customers"
13113,1,24,12245.96,3,3,"Best Customers"
13115,12,4,2294.78,1,1,"Loyal Customers"
13116,139,1,501.14,1,1,"Loyal Customers"
13117,22,8,984.91,1,1,"Loyal Customers"
13118,20,5,1197.81,1,1,"Loyal Customers"
13120,239,1,30.6,2,2,"At Risk Customers"
13121,270,1,283.73,2,2,"At Risk Customers"
13122,95,2,922.39,1,1,"Loyal Customers"
13124,90,3,3866.33,1,1,"Loyal Customers"
13126,5,8,2099.64,1,1,"Loyal Customers"
13127,78,1,259.17,1,1,"Loyal Customers"
13130,95,1,64,1,1,"Loyal Customers"
13131,24,3,1073.3,1,1,"Loyal Customers"
13132,262,1,77.3,2,2,"At Risk Customers"
13133,274,2,109.8,2,2,"At Risk Customers"
13134,86,4,1793.58,1,1,"Loyal Customers"
13135,197,1,3096,2,2,"At Risk Customers"
13136,57,5,2607.61,1,1,"Loyal Customers"
13137,11,8,3650.41,1,1,"Loyal Customers"
13138,23,6,962.39,1,1,"Loyal Customers"
13139,17,7,5064.94,1,1,"Loyal Customers"
13140,109,3,423.72,1,1,"Loyal Customers"
13141,85,5,2388.75,1,1,"Loyal Customers"
13142,20,1,307.09,1,1,"Loyal Customers"
13144,333,1,110.95,2,2,"At Risk Customers"
13145,40,4,618.52,1,1,"Loyal Customers"
13146,27,1,228.91,1,1,"Loyal Customers"
13147,11,4,712.8,1,1,"Loyal Customers"
13148,30,12,3707.12,1,1,"Loyal Customers"
13149,15,4,1676.06,1,1,"Loyal Customers"
13151,296,1,1257.87,2,2,"At Risk Customers"
13153,6,1,486.22,1,1,"Loyal Customers"
13155,34,4,971.76,1,1,"Loyal Customers"
13157,50,4,1741.22,1,1,"Loyal Customers"
13158,95,4,1201.06,1,1,"Loyal Customers"
13159,9,4,1437.85,1,1,"Loyal Customers"
13160,23,1,91.8,1,1,"Loyal Customers"
13161,314,1,112.75,2,2,"At Risk Customers"
13162,123,4,1688.29,1,1,"Loyal Customers"
13165,47,2,1021.48,1,1,"Loyal Customers"
13166,284,1,417.2,2,2,"At Risk Customers"
13167,19,4,791.33,1,1,"Loyal Customers"
13168,37,4,1319.19,1,1,"Loyal Customers"
13169,64,2,712.88,1,1,"Loyal Customers"
13170,27,1,116.01,1,1,"Loyal Customers"
13171,22,3,468.41,1,1,"Loyal Customers"
13173,5,2,353.65,1,1,"Loyal Customers"
13174,17,3,2817.03,1,1,"Loyal Customers"
13176,47,1,492.84,1,1,"Loyal Customers"
13177,65,1,282.45,1,1,"Loyal Customers"
13178,27,11,5725.47,1,1,"Loyal Customers"
13182,46,1,121.18,1,1,"Loyal Customers"
13183,8,9,3957.78,1,1,"Loyal Customers"
13184,15,10,1701.29,1,1,"Loyal Customers"
13185,268,1,71.4,2,2,"At Risk Customers"
13186,40,3,1575.89,1,1,"Loyal Customers"
13187,338,1,236.02,2,2,"At Risk Customers"
13188,12,1,114.6,1,1,"Loyal Customers"
13189,19,2,260.68,1,1,"Loyal Customers"
13192,96,2,911.94,1,1,"Loyal Customers"
13193,62,1,117.88,1,1,"Loyal Customers"
13194,136,1,60.7,1,1,"Loyal Customers"
13196,12,4,1797.78,1,1,"Loyal Customers"
13198,11,6,3401.24,1,1,"Loyal Customers"
13199,4,38,9817.12,3,3,"Best Customers"
13200,20,4,870.09,1,1,"Loyal Customers"
13203,10,4,869.46,1,1,"Loyal Customers"
13207,16,2,250.26,1,1,"Loyal Customers"
13208,59,6,1223.9,1,1,"Loyal Customers"
13209,31,8,5891.61,1,1,"Loyal Customers"
13210,94,1,353.48,1,1,"Loyal Customers"
13211,11,3,1197.42,1,1,"Loyal Customers"
13212,20,3,788.08,1,1,"Loyal Customers"
13213,57,5,1520.58,1,1,"Loyal Customers"
13216,268,1,333.74,2,2,"At Risk Customers"
13217,123,3,533.98,1,1,"Loyal Customers"
13218,128,1,62.64,1,1,"Loyal Customers"
13220,79,4,819.29,1,1,"Loyal Customers"
13221,241,2,847.41,2,2,"At Risk Customers"
13223,201,2,163.2,2,2,"At Risk Customers"
13224,61,2,2155.95,1,1,"Loyal Customers"
13225,4,7,6463.84,1,1,"Loyal Customers"
13226,274,1,108.21,2,2,"At Risk Customers"
13227,202,1,257.7,2,2,"At Risk Customers"
13228,82,1,358,1,1,"Loyal Customers"
13229,226,1,160.95,2,2,"At Risk Customers"
13230,5,14,2806.97,1,1,"Loyal Customers"
13232,13,7,1357.6,1,1,"Loyal Customers"
13233,75,2,605.12,1,1,"Loyal Customers"
13235,213,1,1031.07,2,2,"At Risk Customers"
13236,25,2,744.85,1,1,"Loyal Customers"
13238,18,4,700.73,1,1,"Loyal Customers"
13239,262,1,329.56,2,2,"At Risk Customers"
13240,97,4,663.65,1,1,"Loyal Customers"
13242,113,3,270.4,1,1,"Loyal Customers"
13243,204,1,600.07,2,2,"At Risk Customers"
13244,93,1,121.74,1,1,"Loyal Customers"
13245,51,1,430.5,1,1,"Loyal Customers"
13246,19,6,1987.3,1,1,"Loyal Customers"
13247,18,4,501.12,1,1,"Loyal Customers"
13248,125,2,465.68,1,1,"Loyal Customers"
13249,93,3,711.41,1,1,"Loyal Customers"
13253,157,2,1030.4,2,2,"At Risk Customers"
13255,10,2,399.51,1,1,"Loyal Customers"
13258,12,3,698.58,1,1,"Loyal Customers"
13259,62,1,292.32,1,1,"Loyal Customers"
13260,62,1,557.62,1,1,"Loyal Customers"
13261,269,2,944.1,2,2,"At Risk Customers"
13262,264,1,200.29,2,2,"At Risk Customers"
13263,2,35,7454.06999999996,3,3,"Best Customers"
13265,54,5,2107.66,1,1,"Loyal Customers"
13266,12,12,3834.26,1,1,"Loyal Customers"
13267,3,19,4521.49,3,3,"Best Customers"
13268,18,11,3214.69,1,1,"Loyal Customers"
13269,2,15,5346.23,3,3,"Best Customers"
13270,367,1,590,2,2,"At Risk Customers"
13271,38,1,217.38,1,1,"Loyal Customers"
13272,32,2,276.56,1,1,"Loyal Customers"
13273,114,1,138.98,1,1,"Loyal Customers"
13276,64,2,590.93,1,1,"Loyal Customers"
13277,16,4,258.4,1,1,"Loyal Customers"
13278,41,1,542.73,1,1,"Loyal Customers"
13279,79,1,137.75,1,1,"Loyal Customers"
13280,123,3,814.86,1,1,"Loyal Customers"
13282,19,3,1132.14,1,1,"Loyal Customers"
13283,60,2,93.66,1,1,"Loyal Customers"
13284,331,1,201.19,2,2,"At Risk Customers"
13285,24,4,2709.12,1,1,"Loyal Customers"
13291,156,1,361.11,2,2,"At Risk Customers"
13292,39,2,578.94,1,1,"Loyal Customers"
13294,190,2,873.74,2,2,"At Risk Customers"
13295,360,1,201.2,2,2,"At Risk Customers"
13296,138,1,87.4,1,1,"Loyal Customers"
13297,8,4,2089.85,1,1,"Loyal Customers"
13298,2,1,360,1,1,"Loyal Customers"
13299,269,1,142.5,2,2,"At Risk Customers"
13300,170,1,371.89,2,2,"At Risk Customers"
13301,104,4,618.09,1,1,"Loyal Customers"
13302,156,1,63.75,2,2,"At Risk Customers"
13304,352,1,300.42,2,2,"At Risk Customers"
13305,5,10,2000.86,1,1,"Loyal Customers"
13307,121,1,15,1,1,"Loyal Customers"
13308,23,3,1385.51,1,1,"Loyal Customers"
13309,8,5,1456.79,1,1,"Loyal Customers"
13310,29,3,1132.03,1,1,"Loyal Customers"
13311,5,2,598.57,1,1,"Loyal Customers"
13313,23,5,1555.32,1,1,"Loyal Customers"
13314,2,3,775.94,1,1,"Loyal Customers"
13316,38,4,5977.73,1,1,"Loyal Customers"
13317,67,6,2273.68,1,1,"Loyal Customers"
13318,2,3,640.76,1,1,"Loyal Customers"
13319,6,26,10845.55,3,3,"Best Customers"
13320,79,4,1548.7,1,1,"Loyal Customers"
13321,73,2,567.36,1,1,"Loyal Customers"
13322,18,1,199.48,1,1,"Loyal Customers"
13323,4,5,787.85,1,1,"Loyal Customers"
13324,37,10,7121.94999999999,1,1,"Loyal Customers"
13325,82,1,675.3,1,1,"Loyal Customers"
13327,39,8,3627.77,1,1,"Loyal Customers"
13328,317,1,1308.48,2,2,"At Risk Customers"
13329,32,2,789,1,1,"Loyal Customers"
13330,93,3,1140.93,1,1,"Loyal Customers"
13332,15,1,350.9,1,1,"Loyal Customers"
13334,83,3,3536.82,1,1,"Loyal Customers"
13336,78,1,795.12,1,1,"Loyal Customers"
13338,158,1,487.02,2,2,"At Risk Customers"
13339,201,1,860.12,2,2,"At Risk Customers"
13340,46,7,10736.48,1,1,"Loyal Customers"
13341,261,1,775.85,2,2,"At Risk Customers"
13343,178,1,353.43,2,2,"At Risk Customers"
13344,68,3,2543.72,1,1,"Loyal Customers"
13345,288,1,389.5,2,2,"At Risk Customers"
13347,71,1,341.36,1,1,"Loyal Customers"
13348,65,1,233.76,1,1,"Loyal Customers"
13349,11,1,247.32,1,1,"Loyal Customers"
13350,17,2,979.12,1,1,"Loyal Customers"
13351,67,1,373.94,1,1,"Loyal Customers"
13352,61,1,397.98,1,1,"Loyal Customers"
13354,72,1,743.53,1,1,"Loyal Customers"
13355,123,1,674.7,1,1,"Loyal Customers"
13356,81,1,768.24,1,1,"Loyal Customers"
13357,258,1,609.95,2,2,"At Risk Customers"
13358,269,1,439.03,2,2,"At Risk Customers"
13359,64,1,439.56,1,1,"Loyal Customers"
13362,10,4,3090.74,1,1,"Loyal Customers"
13363,18,2,992.5,1,1,"Loyal Customers"
13364,72,1,134.96,1,1,"Loyal Customers"
13365,34,2,2225.37,1,1,"Loyal Customers"
13366,51,1,56.16,1,1,"Loyal Customers"
13368,257,2,623.4,2,2,"At Risk Customers"
13369,366,1,308.28,2,2,"At Risk Customers"
13370,372,1,754.87,2,2,"At Risk Customers"
13372,90,1,378.64,1,1,"Loyal Customers"
13373,61,3,3312.25,1,1,"Loyal Customers"
13375,89,1,778.65,1,1,"Loyal Customers"
13376,100,3,1019.76,1,1,"Loyal Customers"
13379,27,3,572.56,1,1,"Loyal Customers"
13381,32,6,3639.31,1,1,"Loyal Customers"
13382,281,1,222.99,2,2,"At Risk Customers"
13384,31,7,4151.93,1,1,"Loyal Customers"
13385,330,1,534.57,2,2,"At Risk Customers"
13388,132,2,677.1,1,1,"Loyal Customers"
13389,12,3,797.96,1,1,"Loyal Customers"
13390,75,1,544.08,1,1,"Loyal Customers"
13391,204,1,59.8,2,2,"At Risk Customers"
13394,2,8,2520.02,1,1,"Loyal Customers"
13395,186,1,307.72,2,2,"At Risk Customers"
13396,30,2,1360.99,1,1,"Loyal Customers"
13397,73,5,1544.13,1,1,"Loyal Customers"
13398,193,1,457.34,2,2,"At Risk Customers"
13402,128,2,621.23,1,1,"Loyal Customers"
13403,18,1,75,1,1,"Loyal Customers"
13404,2,2,252.49,1,1,"Loyal Customers"
13405,75,3,572.451,1,1,"Loyal Customers"
13408,2,62,28117.04,3,3,"Best Customers"
13410,25,5,1003.06,1,1,"Loyal Customers"
13411,108,1,213.55,1,1,"Loyal Customers"
13414,134,3,1390.5,1,1,"Loyal Customers"
13416,44,2,712.5,1,1,"Loyal Customers"
13417,5,2,640.83,1,1,"Loyal Customers"
13418,12,18,6127.43,3,3,"Best Customers"
13419,64,1,221.06,1,1,"Loyal Customers"
13420,150,2,159.85,2,2,"At Risk Customers"
13421,41,2,1851.08,1,1,"Loyal Customers"
13422,65,1,2626.3,1,1,"Loyal Customers"
13425,109,3,1624.21,1,1,"Loyal Customers"
13426,1,10,3641.32,1,1,"Loyal Customers"
13427,20,3,582.6,1,1,"Loyal Customers"
13428,11,1,218.47,1,1,"Loyal Customers"
13429,11,4,1006.8,1,1,"Loyal Customers"
13430,19,2,679.45,1,1,"Loyal Customers"
13431,68,2,1269.1,1,1,"Loyal Customers"
13434,75,2,534.24,1,1,"Loyal Customers"
13435,6,7,3809.89,1,1,"Loyal Customers"
13436,2,1,196.89,1,1,"Loyal Customers"
13437,15,7,3408.06,1,1,"Loyal Customers"
13439,256,1,283.71,2,2,"At Risk Customers"
13441,92,1,296.64,1,1,"Loyal Customers"
13447,24,3,1129.14,1,1,"Loyal Customers"
13448,17,6,3539.37,1,1,"Loyal Customers"
13449,24,1,291.88,1,1,"Loyal Customers"
13450,27,6,2043.72,1,1,"Loyal Customers"
13451,27,5,2976.15,1,1,"Loyal Customers"
13452,260,2,590,2,2,"At Risk Customers"
13453,166,2,356.98,2,2,"At Risk Customers"
13455,25,2,1058.34,1,1,"Loyal Customers"
13456,18,6,1766.72,1,1,"Loyal Customers"
13458,8,14,9646.57,3,1,"Best Customers"
13460,30,2,183.44,1,1,"Loyal Customers"
13461,39,3,1445,1,1,"Loyal Customers"
13462,253,1,151.5,2,2,"At Risk Customers"
13464,59,1,674.68,1,1,"Loyal Customers"
13466,185,1,307.9,2,2,"At Risk Customers"
13467,11,2,1083.71,1,1,"Loyal Customers"
13468,2,37,5704.97,3,3,"Best Customers"
13470,100,2,165,1,1,"Loyal Customers"
13471,2,4,2531.58,1,1,"Loyal Customers"
13473,61,2,422.64,1,1,"Loyal Customers"
13474,237,1,229.59,2,2,"At Risk Customers"
13475,192,4,1431.78,2,2,"At Risk Customers"
13476,179,2,1238.47,2,2,"At Risk Customers"
13477,38,6,1454.58,1,1,"Loyal Customers"
13479,201,2,300.95,2,2,"At Risk Customers"
13481,46,5,1804.56,1,1,"Loyal Customers"
13482,233,1,184.64,2,2,"At Risk Customers"
13483,66,1,140.34,1,1,"Loyal Customers"
13484,242,1,313.8,2,2,"At Risk Customers"
13485,234,1,454.24,2,2,"At Risk Customers"
13486,79,3,1122.41,1,1,"Loyal Customers"
13487,58,3,575.4,1,1,"Loyal Customers"
13488,18,13,8968.31,3,1,"Best Customers"
13489,106,4,449.52,1,1,"Loyal Customers"
13491,52,10,1215.82,1,1,"Loyal Customers"
13492,137,3,1269.84,1,1,"Loyal Customers"
13493,276,2,618.63,2,2,"At Risk Customers"
13494,312,1,316.26,2,2,"At Risk Customers"
13495,8,5,2044.87,1,1,"Loyal Customers"
13496,11,2,653.33,1,1,"Loyal Customers"
13497,283,2,348.05,2,2,"At Risk Customers"
13499,18,5,1159.11,1,1,"Loyal Customers"
13500,24,3,1166.77,1,1,"Loyal Customers"
13501,289,1,1340.32,2,2,"At Risk Customers"
13502,17,3,292,1,1,"Loyal Customers"
13503,72,1,216.85,1,1,"Loyal Customers"
13504,65,1,295.93,1,1,"Loyal Customers"
13505,73,4,4393.63,1,1,"Loyal Customers"
13506,317,2,458.52,2,2,"At Risk Customers"
13507,4,4,2479.16,1,1,"Loyal Customers"
13508,244,1,110.97,2,2,"At Risk Customers"
13509,9,7,979.72,1,1,"Loyal Customers"
13510,2,4,1791.56,1,1,"Loyal Customers"
13512,261,1,251.21,2,2,"At Risk Customers"
13513,127,1,205.1,1,1,"Loyal Customers"
13514,74,1,152.2,1,1,"Loyal Customers"
13515,73,4,891.12,1,1,"Loyal Customers"
13516,22,3,1389.41,1,1,"Loyal Customers"
13517,60,3,2128.42,1,1,"Loyal Customers"
13518,86,1,659.44,1,1,"Loyal Customers"
13519,79,1,122.75,1,1,"Loyal Customers"
13520,59,6,3624.35,1,1,"Loyal Customers"
13521,2,3,1093.65,1,1,"Loyal Customers"
13522,31,1,125.8,1,1,"Loyal Customers"
13523,34,5,3964.88,1,1,"Loyal Customers"
13524,41,5,680.18,1,1,"Loyal Customers"
13525,15,2,628.78,1,1,"Loyal Customers"
13527,34,7,2287.51,1,1,"Loyal Customers"
13529,79,2,307.76,1,1,"Loyal Customers"
13531,206,2,483.8,2,2,"At Risk Customers"
13532,34,1,210.31,1,1,"Loyal Customers"
13533,183,3,270.79,2,2,"At Risk Customers"
13534,3,25,5870.08000000002,3,3,"Best Customers"
13536,2,7,3448.29,1,1,"Loyal Customers"
13538,44,7,1280.85,1,1,"Loyal Customers"
13539,86,3,631.34,1,1,"Loyal Customers"
13544,40,2,291.41,1,1,"Loyal Customers"
13546,13,3,626.99,1,1,"Loyal Customers"
13548,97,2,682.41,1,1,"Loyal Customers"
13549,26,7,918.2,1,1,"Loyal Customers"
13551,320,1,91.8,2,2,"At Risk Customers"
13552,67,12,3740.07,1,1,"Loyal Customers"
13555,74,4,4149.28,1,1,"Loyal Customers"
13557,29,2,584.06,1,1,"Loyal Customers"
13558,6,4,605.06,1,1,"Loyal Customers"
13560,8,1,174.37,1,1,"Loyal Customers"
13561,216,1,141.86,2,2,"At Risk Customers"
13562,82,3,1799.33,1,1,"Loyal Customers"
13563,85,2,777.53,1,1,"Loyal Customers"
13564,145,3,1749.02,1,1,"Loyal Customers"
13565,20,2,240.22,1,1,"Loyal Customers"
13566,41,2,874.71,1,1,"Loyal Customers"
13568,174,1,192.85,2,2,"At Risk Customers"
13569,18,2,373.75,1,1,"Loyal Customers"
13570,244,1,239.49,2,2,"At Risk Customers"
13571,13,12,2092.32,1,1,"Loyal Customers"
13572,206,1,1384.25,2,2,"At Risk Customers"
13573,51,2,294.4,1,1,"Loyal Customers"
13575,24,5,732.07,1,1,"Loyal Customers"
13576,11,18,6717.34,3,3,"Best Customers"
13577,26,4,1687.6,1,1,"Loyal Customers"
13579,15,2,467.04,1,1,"Loyal Customers"
13581,310,1,118,2,2,"At Risk Customers"
13583,156,1,781.03,2,2,"At Risk Customers"
13584,307,1,142.4,2,2,"At Risk Customers"
13587,64,1,712.4,1,1,"Loyal Customers"
13588,16,9,2478.95,1,1,"Loyal Customers"
13589,15,2,379.65,1,1,"Loyal Customers"
13590,12,6,1981.92,1,1,"Loyal Customers"
13591,65,3,1117.13,1,1,"Loyal Customers"
13592,36,4,247.96,1,1,"Loyal Customers"
13593,109,5,2037.08,1,1,"Loyal Customers"
13594,53,1,396.97,1,1,"Loyal Customers"
13596,6,2,697.04,1,1,"Loyal Customers"
13598,48,1,180.17,1,1,"Loyal Customers"
13599,2,21,5153.67,3,3,"Best Customers"
13600,313,1,219.52,2,2,"At Risk Customers"
13601,46,2,693.32,1,1,"Loyal Customers"
13602,65,1,428.89,1,1,"Loyal Customers"
13603,27,1,164.34,1,1,"Loyal Customers"
13606,30,3,280.54,1,1,"Loyal Customers"
13607,41,1,678.01,1,1,"Loyal Customers"
13610,13,7,1131.88,1,1,"Loyal Customers"
13611,90,3,1171.8,1,1,"Loyal Customers"
13614,25,4,1610.46,1,1,"Loyal Customers"
13615,319,1,417.69,2,2,"At Risk Customers"
13617,41,3,544.18,1,1,"Loyal Customers"
13618,174,1,177.34,2,2,"At Risk Customers"
13621,117,1,213.85,1,1,"Loyal Customers"
13623,31,5,747.78,1,1,"Loyal Customers"
13626,253,1,257.23,2,2,"At Risk Customers"
13627,60,5,1638.47,1,1,"Loyal Customers"
13629,24,11,7792.36,1,1,"Loyal Customers"
13630,6,7,2031.78,1,1,"Loyal Customers"
13631,100,11,3070.42,1,1,"Loyal Customers"
13632,25,5,2121.27,1,1,"Loyal Customers"
13634,34,5,1575.16,1,1,"Loyal Customers"
13635,68,1,1071.03,1,1,"Loyal Customers"
13636,37,5,949.12,1,1,"Loyal Customers"
13637,53,3,810.5,1,1,"Loyal Customers"
13638,16,1,122.64,1,1,"Loyal Customers"
13639,75,1,1033.34,1,1,"Loyal Customers"
13642,216,1,354.8,2,2,"At Risk Customers"
13643,32,3,519.44,1,1,"Loyal Customers"
13644,17,4,2624.26,1,1,"Loyal Customers"
13645,121,1,252.1,1,1,"Loyal Customers"
13647,10,4,1678.12,1,1,"Loyal Customers"
13649,257,2,346.6,2,2,"At Risk Customers"
13650,17,6,1836.34,1,1,"Loyal Customers"
13651,36,2,94.2,1,1,"Loyal Customers"
13652,46,3,1095.08,1,1,"Loyal Customers"
13654,44,6,2707.33,1,1,"Loyal Customers"
13655,115,2,932.97,1,1,"Loyal Customers"
13656,165,2,379.65,2,2,"At Risk Customers"
13657,11,2,382.14,1,1,"Loyal Customers"
13658,10,5,2639.17,1,1,"Loyal Customers"
13659,206,2,1573.2,2,2,"At Risk Customers"
13662,86,3,897.76,1,1,"Loyal Customers"
13663,180,1,189.47,2,2,"At Risk Customers"
13666,61,3,84.65,1,1,"Loyal Customers"
13667,150,1,305.02,2,2,"At Risk Customers"
13668,3,21,6363.58999999998,3,3,"Best Customers"
13669,51,2,218.55,1,1,"Loyal Customers"
13670,76,1,349.7,1,1,"Loyal Customers"
13672,302,2,186.39,2,2,"At Risk Customers"
13673,19,2,396.92,1,1,"Loyal Customers"
13675,152,2,486.82,2,2,"At Risk Customers"
13678,152,1,232.6,2,2,"At Risk Customers"
13680,2,4,3722.42,1,1,"Loyal Customers"
13681,18,4,827.83,1,1,"Loyal Customers"
13682,188,1,59.5,2,2,"At Risk Customers"
13684,286,1,67.23,2,2,"At Risk Customers"
13685,3,7,3119.44,1,1,"Loyal Customers"
13686,183,1,72,2,2,"At Risk Customers"
13689,64,1,910,1,1,"Loyal Customers"
13690,60,1,172.25,1,1,"Loyal Customers"
13692,25,3,1488.32,1,1,"Loyal Customers"
13694,4,50,65039.62,3,3,"Best Customers"
13695,32,15,2504.13,1,3,"Loyal Customers"
13697,39,1,151.3,1,1,"Loyal Customers"
13699,156,1,308.58,2,2,"At Risk Customers"
13700,27,10,2265.12,1,1,"Loyal Customers"
13703,319,1,99.5,2,2,"At Risk Customers"
13704,6,9,2308.06,1,1,"Loyal Customers"
13705,8,3,711.86,1,1,"Loyal Customers"
13706,303,1,330.79,2,2,"At Risk Customers"
13707,268,2,806.41,2,2,"At Risk Customers"
13708,272,1,296.88,2,2,"At Risk Customers"
13709,4,13,6328.05,1,1,"Loyal Customers"
13710,32,1,180.48,1,1,"Loyal Customers"
13711,219,2,252.06,2,2,"At Risk Customers"
13712,247,1,228.84,2,2,"At Risk Customers"
13715,282,5,1079.34,2,2,"At Risk Customers"
13716,270,1,138.28,2,2,"At Risk Customers"
13717,33,6,1445.01,1,1,"Loyal Customers"
13718,247,2,306.55,2,2,"At Risk Customers"
13719,16,5,1041.68,1,1,"Loyal Customers"
13720,117,4,799.9,1,1,"Loyal Customers"
13721,37,1,524.14,1,1,"Loyal Customers"
13722,132,3,2375.41,1,1,"Loyal Customers"
13723,218,1,199.85,2,2,"At Risk Customers"
13725,50,8,1980.56,1,1,"Loyal Customers"
13726,39,2,1079.66,1,1,"Loyal Customers"
13727,29,2,333.48,1,1,"Loyal Customers"
13728,37,6,1016.14,1,1,"Loyal Customers"
13730,136,2,752.6,1,1,"Loyal Customers"
13731,220,2,610.59,2,2,"At Risk Customers"
13732,29,1,491.86,1,1,"Loyal Customers"
13735,25,4,2885.24,1,1,"Loyal Customers"
13736,6,2,731.9,1,1,"Loyal Customers"
13737,201,1,339.6,2,2,"At Risk Customers"
13739,19,1,216.9,1,1,"Loyal Customers"
13740,241,1,350.75,2,2,"At Risk Customers"
13741,72,3,668.43,1,1,"Loyal Customers"
13742,17,12,3131.02,1,1,"Loyal Customers"
13743,3,7,1341.6,1,1,"Loyal Customers"
13744,96,2,1156.36,1,1,"Loyal Customers"
13745,163,1,300.04,2,2,"At Risk Customers"
13747,374,1,79.6,2,2,"At Risk Customers"
13748,96,5,948.25,1,1,"Loyal Customers"
13750,54,5,1647.26,1,1,"Loyal Customers"
13751,289,1,296.25,2,2,"At Risk Customers"
13752,125,6,1186.28,1,1,"Loyal Customers"
13753,288,1,741.26,2,2,"At Risk Customers"
13754,152,2,282.6,2,2,"At Risk Customers"
13755,4,9,2161.35,1,1,"Loyal Customers"
13756,3,14,5189.52,3,1,"Best Customers"
13758,12,7,3190.55,1,1,"Loyal Customers"
13759,34,2,659.41,1,1,"Loyal Customers"
13760,55,2,286.79,1,1,"Loyal Customers"
13761,51,2,1070.65,1,1,"Loyal Customers"
13762,219,1,306.72,2,2,"At Risk Customers"
13763,64,1,1714.96,1,1,"Loyal Customers"
13764,71,3,1521.76,1,1,"Loyal Customers"
13767,3,37,17220.36,3,3,"Best Customers"
13769,3,10,2796.51,1,1,"Loyal Customers"
13771,65,4,2634.45,1,1,"Loyal Customers"
13772,34,3,1132.13,1,1,"Loyal Customers"
13774,82,1,345,1,1,"Loyal Customers"
13777,1,33,25977.16,3,3,"Best Customers"
13778,104,1,178.7,1,1,"Loyal Customers"
13780,8,2,360.01,1,1,"Loyal Customers"
13781,251,1,127.84,2,2,"At Risk Customers"
13782,13,6,911.999999999999,1,1,"Loyal Customers"
13784,10,11,2462.79,1,1,"Loyal Customers"
13786,368,1,230.4,2,2,"At Risk Customers"
13787,76,2,309.04,1,1,"Loyal Customers"
13790,5,1,348.8,1,1,"Loyal Customers"
13791,128,2,1516,1,1,"Loyal Customers"
13792,67,2,195.55,1,1,"Loyal Customers"
13798,2,57,37153.85,3,3,"Best Customers"
13799,117,2,688.86,1,1,"Loyal Customers"
13800,310,1,558.32,2,2,"At Risk Customers"
13801,67,1,324.8,1,1,"Loyal Customers"
13802,139,3,4599.42,1,1,"Loyal Customers"
13803,256,1,277.07,2,2,"At Risk Customers"
13804,31,7,2635.79,1,1,"Loyal Customers"
13805,53,2,924.6,1,1,"Loyal Customers"
13806,64,1,256.38,1,1,"Loyal Customers"
13807,368,1,112.6,2,2,"At Risk Customers"
13808,6,5,1747.66,1,1,"Loyal Customers"
13809,306,1,155.05,2,2,"At Risk Customers"
13810,29,3,1499.01,1,1,"Loyal Customers"
13811,184,3,814.5,2,2,"At Risk Customers"
13812,43,3,539,1,1,"Loyal Customers"
13813,40,4,1366.86,1,1,"Loyal Customers"
13814,93,2,1579.12,1,1,"Loyal Customers"
13815,23,4,4027.36,1,1,"Loyal Customers"
13816,24,2,571.67,1,1,"Loyal Customers"
13817,30,2,382.98,1,1,"Loyal Customers"
13819,302,3,1140.35,2,2,"At Risk Customers"
13821,145,2,385.64,1,1,"Loyal Customers"
13822,6,2,632,1,1,"Loyal Customers"
13823,19,2,957.66,1,1,"Loyal Customers"
13824,33,5,1698.94,1,1,"Loyal Customers"
13826,177,1,189.5,2,2,"At Risk Customers"
13827,58,3,412.05,1,1,"Loyal Customers"
13828,23,1,209.49,1,1,"Loyal Customers"
13831,17,6,2202.99,1,1,"Loyal Customers"
13832,20,1,52.2,1,1,"Loyal Customers"
13833,160,1,384.8,2,2,"At Risk Customers"
